Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
314600,314490,314910,314910,380,0.12%,2021/09/07,1400/06/16
314010,313990,314600,314530,430,0.14%,2021/09/06,1400/06/15
316090,313990,319450,314100,6100,1.94%,2021/09/05,1400/06/14
310910,310900,320200,320200,7750,2.48%,2021/09/04,1400/06/13
312450,312450,312450,312450,-,-,2021/09/02,1400/06/11
313000,312400,313000,312450,500,0.16%,2021/09/01,1400/06/10
308820,308820,313000,312950,4020,1.3%,2021/08/31,1400/06/09
305840,305790,308930,308930,3030,0.99%,2021/08/30,1400/06/08
317010,305790,317100,305900,11130,3.64%,2021/08/29,1400/06/07
325170,316990,325250,317030,4080,1.29%,2021/08/28,1400/06/06
321110,321110,321110,321110,-,-,2021/08/26,1400/06/04
321210,321100,321210,321110,910,0.28%,2021/08/25,1400/06/03
320180,320090,320200,320200,100,0.03%,2021/08/24,1400/06/02
316730,316710,320200,320100,3280,1.04%,2021/08/23,1400/06/01
305040,304980,316820,316820,11840,3.88%,2021/08/22,1400/05/31
305010,304980,305090,304980,110,0.04%,2021/08/21,1400/05/30
305090,305090,305090,305090,-,-,2021/08/17,1400/05/26
305090,304980,305090,305090,90,0.03%,2021/08/16,1400/05/25
305030,304980,305090,305000,90,0.03%,2021/08/15,1400/05/24
304080,303970,305090,305090,148,0.05%,2021/08/14,1400/05/23
303399,301699,307046,304942,1862,0.61%,2021/08/11,1400/05/20
301840,301800,304120,303080,1280,0.42%,2021/08/10,1400/05/19
297600,297590,301900,301800,4120,1.38%,2021/08/09,1400/05/18
294750,294640,297700,297680,3000,1.02%,2021/08/08,1400/05/17
294680,294640,294750,294680,190,0.06%,2021/08/07,1400/05/16
294870,294870,294870,294870,-,-,2021/08/05,1400/05/14
294930,294820,294930,294870,50,0.02%,2021/08/04,1400/05/13
294850,294820,294930,294820,110,0.04%,2021/08/03,1400/05/12
294830,294820,294930,294930,110,0.04%,2021/08/02,1400/05/11
295280,294600,295310,294820,490,0.17%,2021/08/01,1400/05/10
296490,295200,298060,295310,6940,2.41%,2021/07/31,1400/05/09
288370,288370,288370,288370,-,-,2021/07/28,1400/05/06
286850,286740,288370,288370,1540,0.54%,2021/07/27,1400/05/05
287940,286740,287990,286830,1070,0.37%,2021/07/26,1400/05/04
287740,287250,287990,287900,150,0.05%,2021/07/25,1400/05/03
287820,287740,287850,287750,100,0.03%,2021/07/24,1400/05/02
287850,287850,287850,287850,20,0.01%,2021/07/22,1400/04/31
287830,287830,287830,287830,-,-,2021/07/20,1400/04/29
287790,287740,287850,287830,20,0.01%,2021/07/19,1400/04/28
288330,287740,288370,287850,520,0.18%,2021/07/18,1400/04/27
288770,288260,288870,288370,6480,2.25%,2021/07/17,1400/04/26
294850,294850,294850,294850,-,-,2021/07/15,1400/04/24
294820,294740,294850,294850,110,0.04%,2021/07/14,1400/04/23
294780,294740,294850,294740,50,0.02%,2021/07/13,1400/04/22
294800,294740,294850,294790,60,0.02%,2021/07/12,1400/04/21
292910,292800,294850,294850,2040,0.7%,2021/07/11,1400/04/20
294390,292800,294430,292810,2113,0.72%,2021/07/10,1400/04/19
294502,290202,298373,294923,7,-,2021/07/07,1400/04/16
295730,295730,296450,295970,130,0.04%,2021/07/06,1400/04/15
295920,295730,295940,295840,10,-,2021/07/05,1400/04/14
298470,295830,298540,295830,2710,0.92%,2021/07/04,1400/04/13
296010,295900,298540,298540,9120,3.05%,2021/07/03,1400/04/12
307660,307660,307660,307660,12660,4.29%,2021/07/01,1400/04/10
292480,292400,295000,295000,2490,0.85%,2021/06/30,1400/04/09
291820,291800,292510,292510,670,0.23%,2021/06/29,1400/04/08
282800,282800,291910,291840,2440,0.84%,2021/06/28,1400/04/07
282880,282800,289400,289400,6490,2.29%,2021/06/27,1400/04/06
282850,282800,282910,282910,-,-,2021/06/26,1400/04/05
282850,277588,284494,282910,-,-,2021/06/23,1400/04/02
283530,282800,285080,282910,650,0.23%,2021/06/22,1400/04/01
278870,278760,283560,283560,4790,1.72%,2021/06/21,1400/03/31
279240,278760,280790,278770,510,0.18%,2021/06/20,1400/03/30
284170,279170,284170,279280,7460,2.67%,2021/06/19,1400/03/29
286740,286740,286740,286740,-,-,2021/06/17,1400/03/27
286700,286630,286740,286740,3700,1.31%,2021/06/16,1400/03/26
283020,282950,283060,283040,60,0.02%,2021/06/15,1400/03/25
284730,282950,285520,282980,1850,0.65%,2021/06/14,1400/03/24
285390,284720,287860,284830,610,0.21%,2021/06/13,1400/03/23
280900,280820,285440,285440,3740,1.31%,2021/06/12,1400/03/22
289180,289180,289180,289180,-,-,2021/06/10,1400/03/20
287250,287250,289180,289180,1320,0.46%,2021/06/09,1400/03/19
287220,287190,288470,287860,570,0.2%,2021/06/08,1400/03/18
287520,287180,287660,287290,5310,1.88%,2021/06/07,1400/03/17
281980,281980,281980,281980,-,-,2021/06/03,1400/03/13
281900,281890,282000,281980,4130,1.46%,2021/06/02,1400/03/12
283910,283800,286110,286110,2230,0.79%,2021/06/01,1400/03/11
290030,282800,290110,283880,6230,2.19%,2021/05/31,1400/03/10
283110,283010,290110,290110,7020,2.48%,2021/05/30,1400/03/09
277260,275370,284010,283090,5880,2.12%,2021/05/29,1400/03/08
277210,277210,277210,277210,-,-,2021/05/27,1400/03/06
275330,275330,277260,277210,1790,0.65%,2021/05/26,1400/03/05
272700,272700,275420,275420,2630,0.96%,2021/05/25,1400/03/04
274250,272700,274470,272790,1500,0.55%,2021/05/24,1400/03/03
273170,272910,276700,274290,1150,0.42%,2021/05/23,1400/03/02
273800,273110,274230,273140,1480,0.54%,2021/05/22,1400/03/01
271660,271660,271660,271660,-,-,2021/05/20,1400/02/30
271730,271620,271730,271660,2340,0.87%,2021/05/19,1400/02/29
270660,269210,271200,269320,1350,0.5%,2021/05/18,1400/02/28
267650,265770,270840,270670,3120,1.17%,2021/05/17,1400/02/27
267650,263760,267650,267550,2020,0.76%,2021/05/16,1400/02/26
265460,265420,266530,265530,1040,0.39%,2021/05/15,1400/02/25
260010,259900,265370,264490,4520,1.74%,2021/05/12,1400/02/22
254520,254410,261980,259970,53,0.02%,2021/05/11,1400/02/21
251697,248424,263633,259917,5507,2.16%,2021/05/09,1400/02/19
250970,250380,250990,250450,2030,0.81%,2021/05/08,1400/02/18
252480,252480,252480,252480,-,-,2021/05/06,1400/02/16
252500,252390,252500,252480,6120,2.42%,2021/05/05,1400/02/15
258645,258600,258690,258600,-,-,2021/05/03,1400/02/13
266060,258580,266150,258600,7550,2.92%,2021/05/02,1400/02/12
276610,266040,276700,266150,13540,5.09%,2021/05/01,1400/02/11
279690,279690,279690,279690,-,-,2021/04/29,1400/02/09
279780,279670,279780,279690,20,0.01%,2021/04/28,1400/02/08
279780,279670,279780,279670,90,0.03%,2021/04/27,1400/02/07
278670,278660,284320,279760,990,0.36%,2021/04/26,1400/02/06
279780,278660,279780,278770,930,0.33%,2021/04/25,1400/02/05
279780,279670,279780,279700,80,0.03%,2021/04/24,1400/02/04
279780,279780,279780,279780,-,-,2021/04/22,1400/02/02
279850,279140,279940,279780,160,0.06%,2021/04/21,1400/02/01
279870,279830,279940,279940,-,-,2021/04/20,1400/01/31
284710,279830,284770,279940,4830,1.73%,2021/04/19,1400/01/30
283980,283900,284770,284770,760,0.27%,2021/04/18,1400/01/29
286180,283900,286280,284010,1830,0.64%,2021/04/17,1400/01/28
285840,285840,285840,285840,-,-,2021/04/15,1400/01/26
286270,284720,286270,285840,2020,0.71%,2021/04/14,1400/01/25
283770,283710,285840,283820,-,-,2021/04/13,1400/01/24
282720,282700,284830,283820,1010,0.36%,2021/04/12,1400/01/23
283830,282700,285840,282810,990,0.35%,2021/04/11,1400/01/22
283790,283720,285150,283800,4000,1.41%,2021/04/10,1400/01/21
287800,287800,287800,287800,-,-,2021/04/08,1400/01/19
287810,287750,287860,287800,60,0.02%,2021/04/07,1400/01/18
288760,287750,288840,287860,980,0.34%,2021/04/06,1400/01/17
284300,284300,289260,288840,4430,1.56%,2021/04/05,1400/01/16
282830,282720,286010,284410,1610,0.57%,2021/04/04,1400/01/15
285730,282720,285840,282800,12040,4.26%,2021/04/03,1400/01/14
294885,294820,294930,294840,-,-,2021/03/31,1400/01/11
296960,294820,297000,294840,1930,0.66%,2021/03/30,1400/01/10
292910,292910,292910,292910,-,-,2021/03/28,1400/01/08
288900,288860,292910,292910,5263,1.83%,2021/03/27,1400/01/07
287569,284837,293457,287647,4827,1.71%,2021/03/24,1400/01/04
282820,282820,282820,282820,-,-,2021/03/18,1399/12/28
283770,282790,283810,282820,920,0.33%,2021/03/17,1399/12/27
287460,283700,287460,283740,3650,1.29%,2021/03/16,1399/12/26
284280,284190,287460,287390,3090,1.09%,2021/03/15,1399/12/25
284300,284190,284300,284300,40,0.01%,2021/03/14,1399/12/24
283160,283050,285840,284260,490,0.17%,2021/03/13,1399/12/23
284750,284750,284750,284750,-,-,2021/03/10,1399/12/20
282720,282700,285840,284750,2000,0.71%,2021/03/09,1399/12/19
292830,282700,292910,282750,10160,3.59%,2021/03/08,1399/12/18
288650,288630,293280,292910,4170,1.44%,2021/03/07,1399/12/17
293320,288630,293340,288740,9160,3.17%,2021/03/06,1399/12/16
297900,297900,297900,297900,-,-,2021/03/04,1399/12/14
297850,297850,297960,297900,20,0.01%,2021/03/03,1399/12/13
292860,292800,298810,297880,4970,1.7%,2021/03/02,1399/12/12
296170,291100,296170,292910,3160,1.08%,2021/03/01,1399/12/11
297810,295850,300280,296070,1730,0.58%,2021/02/28,1399/12/10
304450,295830,304490,297800,6180,2.08%,2021/02/27,1399/12/09
303980,303980,303980,303980,-,-,2021/02/24,1399/12/06
298640,298590,307800,303980,5280,1.77%,2021/02/23,1399/12/05
292240,290600,298700,298700,6360,2.18%,2021/02/22,1399/12/04
292980,292230,294190,292340,700,0.24%,2021/02/21,1399/12/03
298640,292800,298720,293040,9940,3.39%,2021/02/20,1399/12/02
302980,302980,302980,302980,-,-,2021/02/18,1399/11/30
304290,302900,304310,302980,1330,0.44%,2021/02/17,1399/11/29
302950,302900,304310,304310,1300,0.43%,2021/02/16,1399/11/28
302950,302900,303010,303010,-,-,2021/02/15,1399/11/27
302690,302600,303010,303010,300,0.1%,2021/02/14,1399/11/26
302650,302600,302710,302710,3230,1.08%,2021/02/13,1399/11/25
299480,299480,299480,299480,8470,2.91%,2021/02/11,1399/11/23
291010,291010,291010,291010,-,-,2021/02/09,1399/11/21
285490,285490,291010,291010,5500,1.93%,2021/02/08,1399/11/20
284510,284410,285510,285510,1100,0.39%,2021/02/07,1399/11/19
285900,284400,286010,284410,1050,0.37%,2021/02/06,1399/11/18
285460,285460,285460,285460,-,-,2021/02/04,1399/11/16
285490,285400,285510,285460,980,0.34%,2021/02/03,1399/11/15
288470,286400,288510,286440,2070,0.72%,2021/02/02,1399/11/14
289410,288400,289510,288510,1000,0.35%,2021/02/01,1399/11/13
290450,289400,290510,289510,1000,0.35%,2021/01/31,1399/11/12
287990,287900,290510,290510,9500,3.38%,2021/01/30,1399/11/11
281010,281010,281010,281010,-,-,2021/01/28,1399/11/09
283010,280900,283010,281010,2920,1.04%,2021/01/27,1399/11/08
278400,278400,284010,283930,5420,1.95%,2021/01/26,1399/11/07
279510,278400,279510,278510,980,0.35%,2021/01/25,1399/11/06
273010,272900,279510,279490,6530,2.39%,2021/01/24,1399/11/05
273400,272900,273510,272960,1050,0.38%,2021/01/23,1399/11/04
274010,274010,274010,274010,-,-,2021/01/21,1399/11/02
273900,273900,274010,274010,500,0.18%,2021/01/20,1399/11/01
262930,262900,274510,274510,11500,4.37%,2021/01/19,1399/10/30
261000,248910,263010,263010,14950,5.68%,2021/01/18,1399/10/29
277985,277900,278010,277960,14470,5.21%,2021/01/16,1399/10/27
292430,292430,292430,292430,-,-,2021/01/14,1399/10/25
294990,292400,295010,292430,7450,2.55%,2021/01/13,1399/10/24
301810,299800,302910,299880,1860,0.62%,2021/01/12,1399/10/23
302460,301700,302510,301740,770,0.26%,2021/01/11,1399/10/22
303630,302400,303710,302510,1170,0.39%,2021/01/10,1399/10/21
305100,301000,305210,303680,11760,3.87%,2021/01/09,1399/10/20
315440,315440,315440,315440,-,-,2021/01/07,1399/10/18
317510,315400,317510,315440,1960,0.62%,2021/01/06,1399/10/17
317710,317400,318010,317400,280,0.09%,2021/01/05,1399/10/16
315510,315420,317710,317680,2190,0.69%,2021/01/04,1399/10/15
312900,312900,315510,315490,2480,0.79%,2021/01/03,1399/10/14
313410,312900,313510,313010,2340,0.75%,2021/01/02,1399/10/13
314267,311909,320900,315350,580,0.18%,2020/12/30,1399/10/10
314510,314500,316010,316010,1420,0.45%,2020/12/29,1399/10/09
314950,314500,315010,314590,2580,0.83%,2020/12/28,1399/10/08
312990,311900,312990,312010,920,0.29%,2020/12/27,1399/10/07
313010,312400,313010,312930,2640,0.84%,2020/12/26,1399/10/06
315570,315570,315570,315570,-,-,2020/12/24,1399/10/04
313940,313900,318090,315570,1560,0.5%,2020/12/23,1399/10/03
308110,308100,314010,314010,5800,1.88%,2020/12/22,1399/10/02
306510,306400,308210,308210,1770,0.58%,2020/12/21,1399/10/01
311970,306400,312010,306440,5540,1.81%,2020/12/20,1399/09/30
313410,311900,313410,311980,3530,1.13%,2020/12/19,1399/09/29
315510,315510,315510,315510,-,-,2020/12/17,1399/09/27
315470,315400,315510,315510,1500,0.48%,2020/12/16,1399/09/26
312930,312930,315510,314010,1000,0.32%,2020/12/15,1399/09/25
312010,310900,313010,313010,1030,0.33%,2020/12/14,1399/09/24
312970,311900,313010,311980,950,0.3%,2020/12/13,1399/09/23
315270,312900,315310,312930,2580,0.82%,2020/12/12,1399/09/22
315510,315510,315510,315510,-,-,2020/12/10,1399/09/20
315970,315400,316010,315510,1070,0.34%,2020/12/09,1399/09/19
310010,309900,314510,314440,4460,1.44%,2020/12/08,1399/09/18
311010,309900,311010,309980,920,0.3%,2020/12/07,1399/09/17
310960,310900,311010,310900,970,0.31%,2020/12/06,1399/09/16
311470,309900,311510,309930,711,0.23%,2020/12/05,1399/09/15
311102,303745,314804,309219,209,0.07%,2020/12/02,1399/09/12
305510,305400,309510,309410,3940,1.29%,2020/12/01,1399/09/11
301010,300900,305510,305470,6460,2.16%,2020/11/30,1399/09/10
293440,293400,303010,299010,5500,1.87%,2020/11/29,1399/09/09
295450,291910,295510,293510,1400,0.48%,2020/11/28,1399/09/08
294910,294910,294910,294910,590,0.2%,2020/11/26,1399/09/06
295910,294800,295910,295500,710,0.24%,2020/11/25,1399/09/05
296940,296100,297020,296210,700,0.24%,2020/11/24,1399/09/04
303520,296910,303520,296910,6570,2.21%,2020/11/23,1399/09/03
303970,303410,304020,303480,460,0.15%,2020/11/22,1399/09/02
306970,302910,307020,303020,-,-,2020/11/21,1399/09/01
303020,303020,303020,303020,-,-,2020/11/19,1399/08/29
303020,302910,303020,303020,80,0.03%,2020/11/18,1399/08/28
304930,302910,305020,302940,5050,1.67%,2020/11/17,1399/08/27
306020,305930,311020,307990,2000,0.65%,2020/11/16,1399/08/26
307980,305910,308020,305990,1950,0.64%,2020/11/15,1399/08/25
316660,307910,316720,307940,9780,3.18%,2020/11/14,1399/08/24
317720,317720,317720,317720,-,-,2020/11/12,1399/08/22
318720,317610,318720,317720,1740,0.55%,2020/11/11,1399/08/21
320520,319410,320520,319460,990,0.31%,2020/11/10,1399/08/20
293020,292910,320520,320450,27450,9.37%,2020/11/09,1399/08/19
277410,277410,293020,293000,15480,5.58%,2020/11/08,1399/08/18
269960,269910,277520,277520,9396,3.39%,2020/11/07,1399/08/17
288689,285165,292701,286916,22074,7.69%,2020/11/04,1399/08/14
326370,326370,326370,326370,-,-,2020/11/02,1399/08/12
316500,316410,326420,326370,9850,3.11%,2020/11/01,1399/08/11
314980,311410,316520,316520,9940,3.14%,2020/10/31,1399/08/10
326460,326460,326460,326460,-,-,2020/10/29,1399/08/08
326520,326410,326520,326460,2060,0.63%,2020/10/28,1399/08/07
333960,328410,334020,328520,5460,1.66%,2020/10/27,1399/08/06
330950,330910,337020,333980,10040,3.01%,2020/10/26,1399/08/05
344020,344020,344020,344020,3400,0.99%,2020/10/24,1399/08/03
347420,347420,347420,347420,-,-,2020/10/22,1399/08/01
346470,346410,348520,347420,15750,4.75%,2020/10/21,1399/07/30
328440,325410,344520,331670,3210,0.98%,2020/10/20,1399/07/29
361930,328410,362020,328460,33480,10.19%,2020/10/19,1399/07/28
373920,361910,374020,361940,4441,1.23%,2020/10/18,1399/07/27
373236,360995,376968,366381,6069,1.66%,2020/10/14,1399/07/23
369950,369910,375020,369960,50,0.01%,2020/10/13,1399/07/22
358920,358910,372020,369910,10980,3.06%,2020/10/12,1399/07/21
367940,356910,368020,358930,9020,2.51%,2020/10/11,1399/07/20
350970,350910,368020,367950,25930,7.58%,2020/10/10,1399/07/19
342020,341940,342020,342020,-,-,2020/10/07,1399/07/16
341920,341910,342020,342020,3500,1.03%,2020/10/06,1399/07/15
330520,330410,338520,338520,8030,2.43%,2020/10/05,1399/07/14
319960,315910,330520,330490,10470,3.27%,2020/10/04,1399/07/13
334020,319910,334020,320020,19500,6.09%,2020/10/03,1399/07/12
339520,339520,339520,339520,-,-,2020/10/01,1399/07/10
338480,338440,339520,339520,2040,0.6%,2020/09/30,1399/07/09
333480,333410,337520,337480,3960,1.19%,2020/09/29,1399/07/08
336480,333410,337520,333520,3000,0.9%,2020/09/28,1399/07/07
334020,333910,336520,336520,2550,0.76%,2020/09/27,1399/07/06
333000,331910,334020,333970,9950,3.07%,2020/09/26,1399/07/05
324020,324020,324020,324020,-,-,2020/09/24,1399/07/03
324020,323910,324020,324020,460,0.14%,2020/09/23,1399/07/02
319440,319410,324520,324480,4960,1.55%,2020/09/22,1399/07/01
317980,316910,378020,319520,1500,0.47%,2020/09/21,1399/06/31
321440,316910,321520,318020,3500,1.1%,2020/09/20,1399/06/30
311950,311910,321520,321520,2815,0.88%,2020/09/19,1399/06/29
312587,308398,321509,318705,3185,1.01%,2020/09/16,1399/06/26
315520,315410,315520,315520,50,0.02%,2020/09/15,1399/06/25
277890,277810,315520,315470,37620,13.54%,2020/09/14,1399/06/24
276380,276310,277920,277850,1430,0.52%,2020/09/13,1399/06/23
273580,273510,276420,276420,6400,2.37%,2020/09/12,1399/06/22
270020,270020,270020,270020,-,-,2020/09/10,1399/06/20
269970,269910,270020,270020,500,0.19%,2020/09/09,1399/06/19
269450,269410,269520,269520,-,-,2020/09/08,1399/06/18
267930,267910,269520,269520,1520,0.57%,2020/09/07,1399/06/17
267980,267910,268020,268000,20,0.01%,2020/09/06,1399/06/16
266520,266410,268020,268020,1500,0.56%,2020/09/05,1399/06/15
266520,266520,266520,266520,-,-,2020/09/03,1399/06/13
266980,266410,267020,266520,2500,0.94%,2020/09/02,1399/06/12
270920,268910,271020,269020,1940,0.72%,2020/09/01,1399/06/11
273430,270910,276020,270960,1960,0.72%,2020/08/31,1399/06/10
272920,272920,272920,272920,-,-,2020/08/27,1399/06/06
272930,272910,273020,272920,900,0.33%,2020/08/26,1399/06/05
266750,266710,272020,272020,5200,1.95%,2020/08/25,1399/06/04
266740,266710,266820,266820,-,-,2020/08/24,1399/06/03
267020,266710,267020,266820,180,0.07%,2020/08/23,1399/06/02
266990,266910,267020,267000,20,0.01%,2020/08/22,1399/06/01
267020,267020,267020,267020,-,-,2020/08/20,1399/05/30
266020,265910,267020,267020,1040,0.39%,2020/08/19,1399/05/29
266970,265910,267020,265980,1020,0.38%,2020/08/18,1399/05/28
265920,265910,267520,267000,980,0.37%,2020/08/17,1399/05/27
258980,258910,266020,266020,7030,2.71%,2020/08/16,1399/05/26
258930,258910,259020,258990,920,0.36%,2020/08/15,1399/05/25
259910,259910,259910,259910,-,-,2020/08/13,1399/05/23
259000,258910,260020,259910,3890,1.52%,2020/08/12,1399/05/22
254300,254210,256020,256020,1700,0.67%,2020/08/11,1399/05/21
246960,246910,254320,254320,7300,2.96%,2020/08/10,1399/05/20
257910,244910,258020,247020,20500,8.3%,2020/08/09,1399/05/19
267520,267520,267520,267520,-,-,2020/08/06,1399/05/16
267490,267410,267520,267520,2500,0.94%,2020/08/05,1399/05/15
261020,260910,265020,265020,4050,1.55%,2020/08/04,1399/05/14
256930,256910,261020,260970,3950,1.54%,2020/08/03,1399/05/13
254950,254910,257020,257020,2000,0.78%,2020/08/02,1399/05/12
250920,250910,255020,255020,17000,7.14%,2020/08/01,1399/05/11
238020,238020,238020,238020,-,-,2020/07/30,1399/05/09
237940,237910,238020,238020,3000,1.28%,2020/07/29,1399/05/08
235020,234910,235020,235020,50,0.02%,2020/07/28,1399/05/07
234950,234910,235020,234970,50,0.02%,2020/07/27,1399/05/06
233020,232910,235020,235020,2080,0.89%,2020/07/26,1399/05/05
232980,232910,233020,232940,80,0.03%,2020/07/25,1399/05/04
233020,233020,233020,233020,-,-,2020/07/23,1399/05/02
233000,232910,233020,233020,500,0.21%,2020/07/22,1399/05/01
234480,233410,234520,233520,1000,0.43%,2020/07/21,1399/04/31
250970,234410,251020,234520,16500,7.04%,2020/07/20,1399/04/30
253940,250910,254020,251020,3000,1.2%,2020/07/19,1399/04/29
253960,253910,254020,254020,90,0.04%,2020/07/18,1399/04/28
253930,253930,253930,253930,-,-,2020/07/16,1399/04/26
252470,252410,254020,253930,1410,0.56%,2020/07/15,1399/04/25
250410,250410,252520,252520,2000,0.8%,2020/07/14,1399/04/24
250520,250410,250520,250520,70,0.03%,2020/07/13,1399/04/23
248500,248410,250520,250450,1930,0.78%,2020/07/12,1399/04/22
245480,245410,248520,248520,4530,1.86%,2020/07/11,1399/04/21
243990,243990,243990,243990,-,-,2020/07/09,1399/04/19
243990,243910,244020,243990,30,0.01%,2020/07/08,1399/04/18
242490,242410,244020,244020,1550,0.64%,2020/07/07,1399/04/17
242020,241410,242520,242470,480,0.2%,2020/07/06,1399/04/16
240000,239910,242020,241990,1970,0.82%,2020/07/05,1399/04/15
233000,232910,240020,240020,23382,10.79%,2020/07/04,1399/04/14
220099,215164,221573,216638,5618,2.66%,2020/07/01,1399/04/11
